raw_name,canonical_name,is_supplement,n_mentions,reviewed,notes
"Nature’s Bounty Optimal Solutions Advanced Hair, Skin and Nails Pectin Gummies, 2x Biotin Per Serving",Biotin,True,1,no,
biotin and pumpkin seed oil in capsules,Biotin,True,1,no,
Bioxtra,Bioxtra,True,1,no,
birth control,Birth Control,False,1,no,
bisco tea,Bisco Tea,False,1,no,
biscotti,Biscotti,False,1,no,
biscuit with about 60‑70 kcal and low sugar,Biscuit,False,1,no,
Pó Concentrado de Amora Negra Coreana,Black Amla,True,1,no,
black beans,Black Beans,False,1,no,
Black Box warning,Black Box,False,1,no,
black cohosh root,Black Cohosh,True,1,no,
black cohosh (Cimicifuga),Black Cohosh,True,1,no,
black cohosh root extract,Black Cohosh,True,1,no,
Black cohosh root,Black Cohosh,True,1,no,
menopause relief,Black Cohosh,True,1,no,
black kahoo,Black Cohosh,True,1,no,
actaea racemosa or black cohosh,Black Cohosh,True,1,no,
BLACK COHOSH,Black Cohosh,True,1,no,
black food,Black Food,False,1,no,
black food for kidney,Black Food for Kidney,False,1,no,
Black Girl Vitamins Minicill,Black Girl Vitamins,True,1,no,
BLACK GIRL VITAMINS,Black Girl Vitamins,True,1,no,
Black girl vitamins,Black Girl Vitamins,True,1,no,
Black Girl Vitamins Chlorophyll Drops,Black Girl Vitamins,True,1,no,
Black Girl vitamins,Black Girl Vitamins,True,1,no,
Black Maca,Black Maca,True,1,no,
Black Seed Gold,Black Seed,True,1,no,
black sesame balls,Black Sesame,False,1,no,
blackberries,Blackberries,False,1,no,
blackberry leaf tincture,Blackberry Leaf,True,1,no,
Blend,Blend,False,1,no,
bloat melts,Bloat Melts,True,1,no,
Bloat Relief,Bloat Relief,False,1,no,
blood sugar,Blood Sugar,False,1,no,
blood-sugar-stabilizing,Blood Sugar,False,1,no,
Bloom Daily Hydration Packets,Bloom Daily Hydration,True,1,no,
Bloom energy sticks,Bloom Energy Sticks,True,1,no,
Blue,Blue,False,1,no,
blue light blocking glasses,Blue Light Blocking Glasses,False,1,no,
Blueberry Gummies,Blueberry,True,1,no,
probióticos de arándano,Blueberry Probiotic,True,1,no,
blueberry probiotics,Blueberry Probiotics,True,1,no,
Bluum Menopause Support,Bluum Menopause Support,True,1,no,
UNBREAKABLE Bone™,Bone,True,1,no,
Bone,Bone,False,1,no,
Bone broth hot chocolate,Bone Broth,True,1,no,
bone broth protein,Bone Broth Protein,True,1,no,
bone density supplements,Bone Density,False,1,no,
UNBREAKABLE Bone Health formula,Bone Health,True,1,no,
bone healthy snack,Bone Healthy Snack,False,1,no,
Boom Boom Stick,Boom Boom Stick,False,1,no,
MediCube's Booster Pro 2,Booster Pro,True,1,no,
borage capsules,Borage,True,1,no,
Borage Oil Supplements,Borage Oil,True,1,no,
boric acid,Boric Acid,True,1,no,
Boron,Boron,True,1,no,
Bossa Bars,Bossa Bars,False,1,no,
Hydrolyzed Bovine Collagen,Bovine Collagen,True,1,no,
bovine collagen,Bovine Collagen,True,1,no,
bovine ovaries,Bovine Ovary,True,1,no,
bovine uterus,Bovine Uterus,True,1,no,
Brahmi tablets,Brahmi,True,1,no,
daily brain boost,Brain Boost,True,1,no,
brainfog,Brain Fog,False,1,no,
brain fog supplement,Brain Fog,True,1,no,
brain health,Brain Health,False,1,no,
Axio brain health powder,Brain Health,True,1,no,
BrainMD,BrainMD,True,1,no,
bread,Bread,False,1,no,
Bremelanotide,Bremelanotide,False,1,no,
vyleesi or bremelanotide,Bremelanotide,False,1,no,
Broad Relief,Broad Relief,False,1,no,
Broccoli & Kale,Broccoli,False,1,no,
bumble bee breath,Bumble Bee Breath,False,1,no,
Bumpin Blends,Bumpin Blends,False,1,no,
Burn On Demand app,Burn On Demand,False,1,no,
Busbee’s top recommendations,Busbee,False,1,no,
butterfly pea,Butterfly Pea,True,1,no,
Supreme CBD,CBD,True,1,no,
CJC 1295,CJC 1295,True,1,no,
CKD Retino Collagen Elasticity Cream,CKD Retino Collagen Elasticity Cream,False,1,no,
CORE,CORE,False,1,no,
CXCR4,CXCR4,False,1,no,
Cabbage/Cauliflower,Cabbage,False,1,no,
reducing caffeine and alcohol,Caffeine,False,1,no,
caffeine,Caffeine,True,1,no,
caffeina,Caffeine,True,1,no,
caffè,Caffè,False,1,no,
calcium‑rich food,Calcium,False,1,no,
calcium citrate,Calcium,True,1,no,
ABCE calcium bovine,Calcium,True,1,no,
Calcium and Vitamin D,Calcium,True,1,no,
Calcium-rich Foods,Calcium,True,1,no,
Kalsium + Vitamin D,Calcium,True,1,no,
Calcium + Vitamin D3,Calcium,True,1,no,
Calcium (+ Vitamin D + K2),Calcium,True,1,no,
cálcio,Calcium,True,1,no,
Calcium supplements,Calcium,True,1,no,
Calcium magnesium with vitamin D3,Calcium,True,1,no,
Кальций,Calcium,True,1,no,
calcium and magnesium,Calcium,True,1,no,
Calcium tablets,Calcium,True,1,no,
calcium powder,Calcium,True,1,no,
calcium with vitamin D supplements,Calcium,True,1,no,
osteoporosis,Calcium,True,1,no,
Kalsium + Vit D3,Calcium + Vitamin D,True,1,no,
calcium dglucarate,Calcium D-Glucarate,True,1,no,
calcium D glucarate,Calcium D-Glucarate,True,1,no,
tabletas de calcio con magnesio,Calcium Magnesium,True,1,no,
Calm Quiz,Calm,False,1,no,
calming teas,Calming Tea,True,1,no,
Calories In Calories Out,Calories In Calories Out,False,1,no,
weed,Cannabis,False,1,no,
canxi,Canxi,False,1,no,
capsules,Capsules,False,1,no,
Capsules,Capsules,True,1,no,
carb cycling,Carb Cycling,False,1,no,
carbamipentine,Carbamipentine,False,1,no,
lower carbohydrate,Carbohydrate,False,1,no,
Carbohydrate Quality Index (CQI),Carbohydrate Quality Index,False,1,no,
cardio,Cardio,False,1,no,
cardiovascular,Cardiovascular,False,1,no,
cardiovascular health,Cardiovascular Health,False,1,no,
carga real,Carga Real,False,1,no,
Carnivore Diet,Carnivore Diet,False,1,no,
Carob Bean Extract,Carob,True,1,no,
carrot,Carrot,False,1,no,
cashew nuts,Cashew Nuts,False,1,no,
Castor Oil,Castor Oil,True,1,no,
Cat’s Claw Extract,Cat's Claw,True,1,no,
Cata-Kor Liposomal Glutathione Supplement,Cata-Kor Glutathione,True,1,no,
Catakor,Catacor,True,1,no,
Cattier Mini Support,Cattier Mini Support,True,1,no,
Cayenne,Cayenne,True,1,no,
celery,Celery,False,1,no,
cell protection,Cell Protection,False,1,no,
cell protection complex,Cell Protection Complex,True,1,no,
cena,Cena,False,1,no,
Giant Byoungpool (fresh green Centella Asiatica),Centella Asiatica,True,1,no,
CeraVe SA Smoothing Cream,CeraVe,False,1,no,
Cerebiome,Cerebiome,True,1,no,
Ceylon Cinnamon,Ceylon Cinnamon,True,1,no,
Chaly,Chaly,False,1,no,
chamā,Chamomile,True,1,no,
charcoal facial detox soap,Charcoal,False,1,no,
charcoal,Charcoal,True,1,no,
chard,Chard,False,1,no,
Chastree Berry,Chastberry,True,1,no,
Chaste Tree Berry,Chaste Tree,True,1,no,
chaste tree berries,Chaste Tree,True,1,no,
Chaste Tree or Vitex,Chaste Tree,True,1,no,
chaste tree or vitex,Chaste Tree,True,1,no,
Chaste tree,Chaste Tree,True,1,no,
chaste tree,Chaste Tree,True,1,no,
Chasteberry (Vitex),Chasteberry,True,1,no,
ChatGPT,ChatGPT,False,1,no,
New Cheeto,Cheeto,False,1,no,
chemist,Chemist,False,1,no,
cherry juice,Cherry Juice,False,1,no,
carb blocking cherry limeade,Cherry Limeade,False,1,no,
chia seed,Chia Seed,True,1,no,
chai seeds,Chia Seeds,True,1,no,
chicken breast,Chicken Breast,False,1,no,
chicken gizzard,Chicken Gizzard,False,1,no,
chili pepper,Chili Pepper,True,1,no,
Chill Pill,Chill Pill,False,1,no,
Chinese herbs,Chinese Herbs,True,1,no,
Chinese medicine,Chinese Medicine,False,1,no,
Chinese yam,Chinese Yam,True,1,no,
Chlorella,Chlorella,True,1,no,
chlorella,Chlorella,True,1,no,
Chlorophyll drops,Chlorophyll,True,1,no,
liquid chlorophyll,Chlorophyll,True,1,no,
Chocolate,Chocolate,False,1,no,
chocolate,Chocolate,False,1,no,
cholesterol control,Cholesterol Control,False,1,no,
Choline,Choline,True,1,no,
colină,Choline,True,1,no,
Chromium Picolinate,Chromium,True,1,no,
Chromium,Chromium,True,1,no,
chromium picolinate,Chromium,True,1,no,
Chronometer,Chronometer,False,1,no,
dried chrysanthemum,Chrysanthemum,True,1,no,
chrysanthemum and rose honey tea,Chrysanthemum,True,1,no,
Cialis,Cialis,True,1,no,
cibi,Cibi,False,1,no,
Komi Wellness Cillagen Therapy,Cillagen,True,1,no,
cinnamon powder,Cinnamon,True,1,no,
Canela,Cinnamon,True,1,no,
Cinnamon plus grape seed extract plus alpha lipoic acid,Cinnamon,True,1,no,
cinnamon extract,Cinnamon,True,1,no,
Cinnamon extract,Cinnamon,True,1,no,
cinnagran,Cinnamon,True,1,no,
cannella,Cinnamon,True,1,no,
Cinsulin,Cinsulin,True,1,no,
cistiberi,Cistiberi,True,1,no,
citalopram,Citalopram,False,1,no,
citric polyphenols,Citric Polyphenols,True,1,no,
H1 antihistamine like Claritin or Allegra,Claritin,False,1,no,
clary sage,Clary Sage,True,1,no,
Clary Sage,Clary Sage,True,1,no,
Clean Nutra,Clean Nutra,True,1,no,
Cleanmarine Irl Menomin for Women,Cleanmarine Irl Menomin,True,1,no,
Cleanmarine MenoMin,Cleanmarine MenoMin,True,1,no,
ClimaFort Sueño,ClimaFort,True,1,no,
Clothespin,Clothespin,False,1,no,
Q10,CoQ10,True,1,no,
coQ10,CoQ10,True,1,no,
hygerone,CoQ10,True,1,no,
CoQ10 (Ubiquinol),CoQ10,True,1,no,
pocq10,CoQ10,True,1,no,
Pacifica coconut and charcoal,Coconut,True,1,no,
coconut,Coconut,False,1,no,
Coconut Cult,Coconut Cult,True,1,no,
coconut flour,Coconut Flour,False,1,no,
coconut milk,Coconut Milk,False,1,no,
Coconut water,Coconut Water,False,1,no,
Cod oil,Cod Oil,True,1,no,
Coenzima Q10,Coenzyme Q10,True,1,no,
Cold Exposure Therapy,Cold Exposure Therapy,False,1,no,
Cold Plunge,Cold Plunge,False,1,no,
Cold plunges,Cold Plunges,False,1,no,
Sparkle Skin Boost Collagen,Collagen,True,1,no,
Pro Collagen,Collagen,True,1,no,
Skin and Bone Collagen,Collagen,True,1,no,
Ferricoll collagen,Collagen,True,1,no,
Fortabone's collagen,Collagen,True,1,no,
collagen powder,Collagen,True,1,no,
Verisol collagen,Collagen,True,1,no,
Liquid Collagen,Collagen,True,1,no,
Collagen Peptides,Collagen,True,1,no,
Collagen / Glutathione/White Tomato,Collagen,True,1,no,
Collagen product,Collagen,True,1,no,
Our Skin & Bone Collagen,Collagen,True,1,no,
COLLAGEN POWDER,Collagen,True,1,no,
collagen protein,Collagen,True,1,no,
Gomi Wellness Collagen Therapy,Collagen,True,1,no,
Ancient Nutrition Collagen,Collagen,True,1,no,
hydrolysed collagen,Collagen,True,1,no,
peach collagen drink,Collagen,True,1,no,
NeuCollagen,Collagen,True,1,no,
Revive Collagen,Collagen,True,1,no,
kollageeni,Collagen,True,1,no,
Skin and Bone collagen,Collagen,True,1,no,
key collagen,Collagen,True,1,no,
Kolagen,Collagen,True,1,no,
Komi Wellness Collagen Therapy,Collagen,True,1,no,
Revive collagen introduction pack,Collagen,True,1,no,
Collagen Protein,Collagen,True,1,no,
Hydrolyzed collagen supplement,Collagen,True,1,no,
Colágeno,Collagen,True,1,no,
Collagen peptides,Collagen,True,1,no,
collagen bundle,Collagen,True,1,no,
Collagen with biotin,Collagen,True,1,no,
biomimetic collagen,Collagen,True,1,no,
콜라겐,Collagen,True,1,no,
collagen greens,Collagen,True,1,no,
collagen powders,Collagen,True,1,no,
Collagen drink sachets,Collagen,True,1,no,
collagen supplement,Collagen,True,1,no,
Collavant n2,Collavant n2,True,1,no,
Calostro bovino,Colostrum,True,1,no,
Armra colostrum,Colostrum,True,1,no,
Colágeno hidrolizado + Vitamina C,Colágeno Hidrolizado,True,1,no,
combined oral contraceptive pills,Combined Oral Contraceptive,False,1,no,
compensar,Compensar,False,1,no,
Compi patch,Compi,True,1,no,
Complete Menopause Support Supplement For Women,Complete Menopause Support,True,1,no,
complex of vitamins and minerals,Complex,True,1,no,
conjugated estrogens,Conjugated Estrogens,True,1,no,
continuous glucose monitor,Continuous Glucose Monitor,False,1,no,
Cool Towel,Cool Towel,False,1,no,
CoolHill,CoolHill,False,1,no,
Copper Peptide Repair Cream,Copper Peptide,True,1,no,
coriander,Coriander,True,1,no,
coriander seeds,Coriander,True,1,no,
Corsodyl,Corsodyl,True,1,no,
cortisol complex,Cortisol,True,1,no,
cortisol face,Cortisol,False,1,no,
Cortisol,Cortisol,True,1,no,
kortizol,Cortisol,False,1,no,
Cortisooth,Cortisol,True,1,no,
fiocchi di latte,Cottage Cheese,False,1,no,
Cow’s milk,Cow's Milk,False,1,no,
Cranberry probiotics,Cranberry,True,1,no,
cranberry and hibiscus,Cranberry,True,1,no,
cranberry juice,Cranberry,True,1,no,
cranberry,Cranberry,True,1,no,
cranberry gummies,Cranberry,True,1,no,
Con-cret Creatine,Creatine,True,1,no,
Creatin,Creatine,True,1,no,
The Pause Nutrition creatine,Creatine,True,1,no,
Creatine+,Creatine,True,1,no,
Pause Nutrition Creatine BOOSTERS,Creatine,True,1,no,
The Pause Nutrition Creatine,Creatine,True,1,no,
creatine+,Creatine,True,1,no,
peach creatine,Creatine,True,1,no,
CREATINE GUMMIES,Creatine,True,1,no,
Gomi Wellness Creatine Therapy,Creatine,True,1,no,
Essential Creatine,Creatine,True,1,no,
Naked Creatine,Creatine,True,1,no,
kreatyną,Creatine,True,1,no,
Creatine tablets,Creatine,True,1,no,
Kreatin,Creatine,True,1,no,
CreaMag,Creatine,True,1,no,
Creatina monohidratada,Creatine,True,1,no,
creatină,Creatine,True,1,no,
créatine,Creatine,True,1,no,
crepe and pizza crust mixes,Crepe and Pizza Crust Mixes,False,1,no,
ClimaFort CronoMag,CronoMag,True,1,no,
Crunch,Crunch,False,1,no,
cryomedic,Cryomedic,False,1,no,
cucumber,Cucumber,False,1,no,
Turmeric curcumin,Curcumin,True,1,no,
CurcuMicel 185x,Curcumin,True,1,no,
curcumin extract plus spirulina oil,Curcumin,True,1,no,
Curcumine (Curcumin),Curcumin,True,1,no,
cúrcuma,Curcumin,True,1,no,
curcuma,Curcumin,True,1,no,
curcumin from turmeric,Curcumin,True,1,no,
Curd and yogurt,Curd,False,1,no,
Hormone Balancing Curry,Curry,False,1,no,
custom hair supplement,Custom Hair Supplement,True,1,no,
cutting mix,Cutting Mix,False,1,no,
Cyclogest,Cyclogest,True,1,no,
cypress,Cypress,False,1,no,
Cystane Ultra,Cystane,True,1,no,
DAO enzyme,DAO,True,1,no,
DGL Plus by Pure Encapsulations,DGL Plus,True,1,no,
DHA,DHA,True,1,no,
DHA 1000 mg,DHA,True,1,no,
low dose DHEA,DHEA,True,1,no,
VaginąI DHEA,DHEA,True,1,no,
DHEA cream,DHEA,True,1,no,
vaginal DHEA,DHEA,True,1,no,
DHEA capsules,DHEA,True,1,no,
DHEA (Intrarosa),DHEA,True,1,no,
estrogen balance with DIM,DIM,True,1,no,
DIM Supplement,DIM,True,1,no,
DIM (Diindolylmethane),DIM,True,1,no,
DIM paired with bioperine,DIM,True,1,no,
DOMMA Equilibrio,DOMMA Equilibrio,True,1,no,
DR.VEGAN,DR.VEGAN,True,1,no,
DRINK,DRINK,False,1,no,
DUTCH hormone testing,DUTCH hormone testing,False,1,no,
DaTara,DaTara,False,1,no,
dagong,Dagong,False,1,no,
Daily Hormone Essentials™,Daily Hormone Essentials,True,1,no,
Daktarin,Daktarin,True,1,no,
damascis,Damascus,False,1,no,
dandelion root,Dandelion Root,True,1,no,
Dandelion Root Tea,Dandelion Root,True,1,no,
Dandelion Root,Dandelion Root,True,1,no,
Dark chocolate,Dark Chocolate,False,1,no,
cioccolato fondente,Dark Chocolate,False,1,no,
dates and beetroot,Date,False,1,no,
day and night supplements,Day and Night Supplements,True,1,no,
denosumab,Denosumab,False,1,no,
reformulated deodorants,Deodorant,False,1,no,
Depens,Depens,False,1,no,
Dermial,Dermial,False,1,no,
Deserticola Shampoo,Deserticola,False,1,no,
Deserticola Water Treatment,Deserticola,False,1,no,
Destination Clinic,Destination Clinic,False,1,no,
Destination Wellness Retreat,Destination Wellness Retreat,False,1,no,
detox tea,Detox Tea,True,1,no,
Devil's Claw,Devil's Claw,True,1,no,
Diagnox Menopause Stage Indicator FSH test,Diagnox,False,1,no,
Diet Soda,Diet Soda,False,1,no,
Dietas para Adelgazar,Dietas para Adelgazar,False,1,no,
digestive enzyme,Digestive Enzyme,True,1,no,
digestive enzyme with hydrochloric acid,Digestive Enzyme,True,1,no,
dim,Dim,True,1,no,
Dindolylmethane (DIM),Dindolylmethane,True,1,no,
Dinoxx,Dinoxx,True,1,no,
divagel,Divagel,True,1,no,
dolci,Dolci,False,1,no,
root extracts from Dong Quai,Dong Quai,True,1,no,
Dormeasan,Dormeasan,True,1,no,
Dormeasan (Valerian + Hops),Dormeasan,True,1,no,
Dr Alia,Dr Alia,False,1,no,
Dr Mari Laasma Laserravi- ja Ilukliinik,Dr Mari Laasma,False,1,no,
Dr. Heyne’s free quiz,Dr. Heyne’s,False,1,no,
Dr. S Krishnakumar,Dr. S Krishnakumar,False,1,no,
Dr. Squatch,Dr. Squatch,False,1,no,
"dream,dream, dream",Dream,False,1,no,
Dream Cocktail,Dream Cocktail,False,1,no,
Dream Girl Sleep Gummies,Dream Girl Sleep,True,1,no,
Dream Sleep Method,Dream Sleep Method,False,1,no,
Duavee,Duavee,True,1,no,
dutasteride,Dutasteride,True,1,no,
Dydrogesterone 5/10 mg Femoston combination,Dydrogesterone,False,1,no,
eccoli,E. coli,False,1,no,
EAA,EAA,True,1,no,
EGCG,EGCG,True,1,no,
EMS toning shorts,EMS toning shorts,False,1,no,
ESE 60,ESE 60,False,1,no,
ESPOLON,ESPOLON,False,1,no,
EVA BIOTIC,EVA BIOTIC,True,1,no,
EVABIOTIC,EVABIOTIC,True,1,no,
ear seeds,Ear Seeds,True,1,no,
elechinina,Echinacea,True,1,no,
es saragud pind,Echinacea,True,1,no,
edamame protein bites,Edamame Protein,True,1,no,
Effexor,Effexor,False,1,no,
Eggs,Egg,False,1,no,
egg cells,Egg,False,1,no,
EGGS,Egg,False,1,no,
eggs,Eggs,False,1,no,
pastured eggs,Eggs,False,1,no,
El Método del Plato para Mujeres +50,El Método del Plato para Mujeres +50,False,1,no,
Electrolyte powders,Electrolyte,True,1,no,
ELECTROLYTES,Electrolytes,True,1,no,
eleuthero root,Eleuthero,True,1,no,
Eleuthero,Eleuthero,True,1,no,
Ella Sera,Ella Sera,False,1,no,
Elle Sera,Elle Sera,False,1,no,
Endocrine Hormonal Powder Blend,Endocrine Hormonal Powder Blend,True,1,no,
Energise Tea,Energise Tea,True,1,no,
energy supplements,Energy,False,1,no,
energy,Energy,False,1,no,
homemade energy balls and mint tea,Energy Balls,False,1,no,
"energy-boosting, antioxidant, and collagen-supporting supplements",Energy-Boosting Antioxidant Collagen-Supporting,True,1,no,
enhancement trio,Enhancement Trio,False,1,no,
Ensil,Ensil,False,1,no,
my enzyme energy,Enzyme,True,1,no,
Epo,Epo,True,1,no,
es cósmica,Es Cósmica,False,1,no,
Escitalopram,Escitalopram,False,1,no,
escitalopram,Escitalopram,False,1,no,
essential vitamins,Essential Vitamins,True,1,no,
essential vitamins and minerals,Essential Vitamins and Minerals,False,1,no,
EstraVera,EstraVera,True,1,no,
Estradiol patches,Estradiol,False,1,no,
Transdermal estradiol patch,Estradiol,False,1,no,
generic estradiol patch,Estradiol,False,1,no,
systemic estradiol,Estradiol,False,1,no,
Topical Estradiol,Estradiol,False,1,no,
Estradiol patch,Estradiol,True,1,no,
estradiol gel,Estradiol,False,1,no,
Estradiolo,Estradiol,False,1,no,
EstrAval,Estradiol,False,1,no,
transdermal estradiol patches,Estradiol,False,1,no,
compounded estradiol and testosterone,Estradiol,False,1,no,
Estradiol Patches,Estradiol,True,1,no,
transdermal estradiol,Estradiol,False,1,no,
transdermal estradiol patch,Estradiol,False,1,no,
Estring,Estring,True,1,no,
M4 estriol based face cream,Estriol,False,1,no,
topical estriol cream,Estriol,False,1,no,
Estriol+ Face Cream,Estriol,True,1,no,
Estriol+ Eye Cream,Estriol,True,1,no,
Estro G100,Estro G100,True,1,no,
EstroG-100®,EstroG-100,True,1,no,
Estrodial,Estrodial,True,1,no,
Estrogel,Estrogel,True,1,no,
oestrogen only HRT,Estrogen,False,1,no,
transdermal estrogen,Estrogen,False,1,no,
Vaginal estradiol testosterone,Estrogen,False,1,no,
bioidentical estrogen patch,Estrogen,False,1,no,
estrogen and progesterone,Estrogen,False,1,no,
topical vaginal estrogen,Estrogen,False,1,no,
topical estrogen cream,Estrogen,False,1,no,
Vaginal estrogen cream,Estrogen,False,1,no,
Vaginal Estrogen,Estrogen,False,1,no,
low dose pelvic estrogen,Estrogen,False,1,no,
oestrogen patches,Estrogen,False,1,no,
The Estrogen Pill,Estrogen,True,1,no,
Hormone products containing estrogen,Estrogen,False,1,no,
local estrogen cream,Estrogen,False,1,no,
Гель с Эстрогеном,Estrogen,True,1,no,
vaginal estrogen cream,Estrogen,False,1,no,
combination therapies of estrogen and progesterone,Estrogen,False,1,no,
oral estrogen,Estrogen,False,1,no,
estrogen replacement therapy,Estrogen,False,1,no,
雌激素,Estrogen,False,1,no,
östrogen,Estrogen,False,1,no,
estrógeno,Estrogen,False,1,no,
low dose estrogen,Estrogen,False,1,no,
estrogen supplementation,Estrogen,False,1,no,
Vaginal estrogen,Estrogen,False,1,no,
bioidentical estrogen,Estrogen,False,1,no,
combined estrogen & progesterone cream,Estrogen & Progesterone Cream,True,1,no,
estrogen balance,Estrogen Balance,True,1,no,
estrogens,Estrogens,False,1,no,
Okesono Estroven,Estroven,True,1,no,
Estroven Complete Multi-Symptom,Estroven,True,1,no,
eucalyptus oil shower mist,Eucalyptus Oil,False,1,no,
Eucommia bark,Eucommia,True,1,no,
Eura,Eura,False,1,no,
evening primrose capsule (gama linolenico),Evening Primrose,True,1,no,
Evening Primrose oil,Evening Primrose,True,1,no,
Evening Primrose Oil (EPO),Evening Primrose Oil,True,1,no,
Evening Primrose Oil Gummies,Evening Primrose Oil,True,1,no,
óleo de borragem,Evening Primrose Oil,True,1,no,
ever balance,Ever Balance,False,1,no,
Evimis,Evimis,True,1,no,
Evorel,Evorel,True,1,no,
Exfoliating acids,Exfoliating Acids,True,1,no,
extra roll cream,Extra Roll Cream,False,1,no,
sustain preservative free eye drops,Eye Drops,False,1,no,
eye drops,Eye Drops,False,1,no,
FAQS on Menopause,FAQs,False,1,no,
FEMENO,FEMENO,True,1,no,
FREE supplement guide,FREE,False,1,no,
FREE Guide,FREE Guide,False,1,no,
FREE guide,FREE guide,False,1,no,
FSH,FSH,False,1,no,
TouchBio FSH At-Home Test,FSH,False,1,no,
Fabi Shrooms Menopause and Peri,Fabi Shrooms Menopause and Peri,True,1,no,
Fabu Meno and Peri,Fabu Meno and Peri,True,1,no,
false unicorn,False Unicorn,True,1,no,
Fast Metabolism Diet,Fast Metabolism Diet,False,1,no,
Fast Track: 5-Day Menopause Weight Loss Challenge,Fast Track,False,1,no,
30-day Fast Track,Fast Track,False,1,no,
fat burners,Fat Burners,True,1,no,
Feel Menopause,Feel,False,1,no,
FEM MENO,Fem Menopause,True,1,no,
FEM PERIMENO NON HORMONAL CAPSULES,Fem Perimeno Non Hormonal Capsules,True,1,no,
FemMeno,FemMeno,True,1,no,
female-hormone-balance,Female Hormone Balance,False,1,no,
female protocol,Female Protocol,False,1,no,
female-specific community,Female-Specific Community,False,1,no,
Femarelle Unstoppable,Femarelle,True,1,no,
Femarelle,Femarelle,True,1,no,
Feminapause™,Feminapause,True,1,no,
feminine wash,Feminine Wash,False,1,no,
Femipause,Femipause,True,1,no,
FemmeX,FemmeX,True,1,no,
FemmenessencePRO PERI,Femmenessence PRO,True,1,no,
Femora Care,Femora Care,True,1,no,
Fempharma,Fempharma,True,1,no,
fennel seed,Fennel,True,1,no,
fenugreek,Fenugreek,True,1,no,
Fenugreek Seed Extract,Fenugreek,True,1,no,
fenugreek seed extract,Fenugreek,True,1,no,
Fenugreek seed,Fenugreek,True,1,no,
olisatento feno,Fenugreek,True,1,no,
Acqua Ferrarelle,Ferrarelle,False,1,no,
Ferritin Plus,Ferritin,True,1,no,
Fezolinetant (Veozah),Fezolinetant,True,1,no,
Fezolinetanto,Fezolinetanto,True,1,no,
Fiber-Rich Foods,Fiber,False,1,no,
30 grams of fiber,Fiber,False,1,no,
The Pause Nutrition flavorless fiber,Fiber,True,1,no,
Fibre supplement,Fiber,True,1,no,
daily fiber gummies,Fiber,True,1,no,
daily fiber plus,Fiber,True,1,no,
fiber GDX dietary supplement,Fiber,True,1,no,
The Pause Nutrition Fiber,Fiber,True,1,no,
fiber-rich veggies daily,Fiber,False,1,no,
Special menopause fiber blends,Fiber,True,1,no,
veggie fiber,Fiber,True,1,no,
fiber supplements,Fiber,True,1,no,
high fiber,Fiber,True,1,no,
Fiber Lean,Fiber Lean,True,1,no,
fiber matrix drink,Fiber Matrix,True,1,no,
filtered water,Filtered Water,False,1,no,
finasteride,Finasteride,True,1,no,
fire,Fire,False,1,no,
Firm Momin,Firm Momin,False,1,no,
Fisetin,Fisetin,True,1,no,
Fish,Fish,False,1,no,
smash fish,Fish,True,1,no,
"mackerel, sardines",Fish Oil,True,1,no,
SMASH FISH,Fish Oil,True,1,no,
Fitogen,Fitogen,True,1,no,
fitoöstrojen,Fitoöstrojen,True,1,no,
five tests,Five Tests,False,1,no,
Five-Day Reset program,Five-Day Reset,False,1,no,
Five-element incense beads,Five-Element Incense Beads,False,1,no,
Flavia Nocta,Flavia Nocta,False,1,no,
Flavia Plus,Flavia Plus,True,1,no,
"flax, chia, and hemp seeds",Flax,True,1,no,
"ground flax, chia seeds, and hemp seeds",Flax,True,1,no,
flax seed,Flax Seed,True,1,no,
Flax Seed,Flax Seed,True,1,no,
Brown flax,Flaxseed,True,1,no,
Sementes de Linhaça,Flaxseed,True,1,no,
ground flaxseed,Flaxseed,True,1,no,
Ground flaxseed,Flaxseed,True,1,no,
Flaxseed,Flaxseed,True,1,no,
flibanserin or addyi,Flibanserin,False,1,no,
Flibanserine,Flibanserine,True,1,no,
Flo,Flo,False,1,no,
Flo For Perimenopause,Flo,True,1,no,
Floradix,Floradix,True,1,no,
flour,Flour,False,1,no,
Flow Vitamins,Flow Vitamins,True,1,no,
Flowerdix,Flowerdix,True,1,no,
Focus Factor,Focus Factor,True,1,no,
focus support supplement,Focus Support,True,1,no,
MTHF,Folate,True,1,no,
metilfolato,Folate,True,1,no,
L methylfolate,Folate,True,1,no,
folate vitamin,Folate,True,1,no,
folic acid,Folic Acid,True,1,no,
Folic Acid,Folic Acid,True,1,no,
natural folic acid,Folic Acid,True,1,no,
follicle stimulating hormone,Follicle Stimulating Hormone,False,1,no,
Antioxidant-Rich Foods,Food,False,1,no,
top science-backed foods,Food,False,1,no,
slow-release low GI foods,Food,False,1,no,
FortiBone,FortiBone,True,1,no,
Fortibone®,Fortibone,True,1,no,
Free BRI calculator,Free BRI calculator,False,1,no,
"the small, golden and powerful fruit",Fruit,False,1,no,
Fruits & Vegetables,Fruits & Vegetables,False,1,no,
Fruity Pebbles,Fruity Pebbles,False,1,no,
Fullscript,Fullscript,False,1,no,
fumering,Fumering,False,1,no,
Functional Medicine,Functional Medicine,False,1,no,
functional mushroom gummy,Functional Mushroom,True,1,no,
10 functional mushrooms,Functional Mushrooms,True,1,no,
g7 supplements,G7,False,1,no,
